source,metaedge,target,source_name,target_name,kind_of_source,kind_of_target
Disease::DOID:986,Disease - downregulates - Gene,Gene::130576,alopecia areata,LYPD6B,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::51474,hematologic cancer,LIMA1,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::23242,kidney cancer,COBL,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::2875,colon cancer,GPT,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::85460,malaria,ZNF518B,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::128710,malaria,SLX4IP,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::5524,Barrett's esophagus,PPP2R4,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::3790,abdominal aortic aneurysm,KCNS3,Disease,Gene
Disease::DOID:0050741,Disease - downregulates - Gene,Gene::23767,alcohol dependence,FLRT3,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::9699,alopecia areata,RIMS2,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::23031,amyotrophic lateral sclerosis,MAST3,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::5729,Crohn's disease,PTGDR,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::32,colon cancer,ACACB,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::64798,kidney cancer,DEPTOR,Disease,Gene
Disease::DOID:10283,Disease - downregulates - Gene,Gene::10559,prostate cancer,SLC35A1,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::9651,melanoma,PLCH2,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::7259,IgA glomerulonephritis,TSPYL1,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::287,kidney cancer,ANK2,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::80853,alopecia areata,KDM7A,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::285852,psoriatic arthritis,TREML4,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::54583,nicotine dependence,EGLN1,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::10632,Crohn's disease,ATP5L,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::1265,Barrett's esophagus,CNN2,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::51690,chronic obstructive pulmonary disease,LSM7,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::6689,hematologic cancer,SPIB,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::64081,ulcerative colitis,PBLD,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::55173,Barrett's esophagus,MRPS10,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::9179,polycystic ovary syndrome,AP4M1,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::5906,colon cancer,RAP1A,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::389289,idiopathic pulmonary fibrosis,ANXA2R,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::10150,abdominal aortic aneurysm,MBNL2,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::23173,Crohn's disease,METAP1,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::57509,rheumatoid arthritis,MTUS1,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::81606,schizophrenia,LBH,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::9783,alopecia areata,RIMS3,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::51686,azoospermia,OAZ3,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::55833,melanoma,UBAP2,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::10412,malaria,NSA2,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::56998,Barrett's esophagus,CTNNBIP1,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::3590,Crohn's disease,IL11RA,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::4059,amyotrophic lateral sclerosis,BCAM,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::9054,schizophrenia,NFS1,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::9343,schizophrenia,EFTUD2,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::23645,rheumatoid arthritis,PPP1R15A,Disease,Gene
Disease::DOID:0050741,Disease - downregulates - Gene,Gene::112942,alcohol dependence,CFAP36,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::4925,hematologic cancer,NUCB2,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::91304,rheumatoid arthritis,TMEM259,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::7940,hematologic cancer,LST1,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::5460,pancreatic cancer,POU5F1,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::127281,nicotine dependence,FAM213B,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::6715,Parkinson's disease,SRD5A1,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::23479,abdominal aortic aneurysm,ISCU,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::150275,chronic obstructive pulmonary disease,CCDC117,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::161514,malaria,TBC1D21,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::3977,breast cancer,LIFR,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::6146,malaria,RPL22,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::6414,melanoma,SEPP1,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::6097,psoriasis,RORC,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::122060,idiopathic pulmonary fibrosis,SLAIN1,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::283375,ulcerative colitis,SLC39A5,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::51031,Crohn's disease,GLOD4,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::10452,systemic scleroderma,TOMM40,Disease,Gene
Disease::DOID:1324,Disease - downregulates - Gene,Gene::2660,lung cancer,MSTN,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::23461,Barrett's esophagus,ABCA5,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::170575,hematologic cancer,GIMAP1,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::80736,amyotrophic lateral sclerosis,SLC44A4,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::52,malaria,ACP1,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::80178,chronic obstructive pulmonary disease,C16orf59,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::10628,psoriasis,TXNIP,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::8933,Barrett's esophagus,FAM127A,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::3899,idiopathic pulmonary fibrosis,AFF3,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::5686,Parkinson's disease,PSMA5,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::10981,hematologic cancer,RAB32,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::26330,azoospermia,GAPDHS,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::38,colon cancer,ACAT1,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::54714,IgA glomerulonephritis,CNGB3,Disease,Gene
Disease::DOID:10652,Disease - downregulates - Gene,Gene::1006,Alzheimer's disease,CDH8,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::11043,Barrett's esophagus,MID2,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::6432,rheumatoid arthritis,SRSF7,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::51705,abdominal aortic aneurysm,EMCN,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::23759,psoriatic arthritis,PPIL2,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::51172,amyotrophic lateral sclerosis,NAGPA,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::128,malaria,ADH5,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::79937,idiopathic pulmonary fibrosis,CNTNAP3,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::30011,systemic scleroderma,SH3KBP1,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::29766,alopecia areata,TMOD3,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::84548,malaria,TMEM185A,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::1112,psoriatic arthritis,FOXN3,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::220972,colon cancer,MARCH8,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::22924,alopecia areata,MAPRE3,Disease,Gene
Disease::DOID:7147,Disease - downregulates - Gene,Gene::8761,ankylosing spondylitis,PABPC4,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::9314,colon cancer,KLF4,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::4107,IgA glomerulonephritis,MAGEA8,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::23268,nicotine dependence,DNMBP,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::81539,idiopathic pulmonary fibrosis,SLC38A1,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::408,colon cancer,ARRB1,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::2308,colon cancer,FOXO1,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::256302,polycystic ovary syndrome,NATD1,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::3480,rheumatoid arthritis,IGF1R,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::6446,Barrett's esophagus,SGK1,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::55852,azoospermia,TEX2,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::126231,rheumatoid arthritis,ZNF573,Disease,Gene
Disease::DOID:10652,Disease - downregulates - Gene,Gene::80178,Alzheimer's disease,C16orf59,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::28957,nicotine dependence,MRPS28,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::83699,ulcerative colitis,SH3BGRL2,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::91156,chronic obstructive pulmonary disease,IGFN1,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::51361,melanoma,HOOK1,Disease,Gene
Disease::DOID:0050741,Disease - downregulates - Gene,Gene::4713,alcohol dependence,NDUFB7,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::79612,acquired immunodeficiency syndrome,NAA16,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::9223,IgA glomerulonephritis,MAGI1,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::10980,schizophrenia,COPS6,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::26083,azoospermia,TBC1D29,Disease,Gene
Disease::DOID:3393,Disease - downregulates - Gene,Gene::100505724,coronary artery disease,KRTAP9-7,Disease,Gene
Disease::DOID:10763,Disease - downregulates - Gene,Gene::83932,hypertension,SPRTN,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::4893,Parkinson's disease,NRAS,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::51490,systemic scleroderma,C9orf114,Disease,Gene
Disease::DOID:10763,Disease - downregulates - Gene,Gene::4094,hypertension,MAF,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::5101,idiopathic pulmonary fibrosis,PCDH9,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::6897,alopecia areata,TARS,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::83658,amyotrophic lateral sclerosis,DYNLRB1,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::51079,Barrett's esophagus,NDUFA13,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::343,ulcerative colitis,AQP8,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::29796,colon cancer,UQCR10,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::26696,malaria,OR2T1,Disease,Gene
Disease::DOID:10763,Disease - downregulates - Gene,Gene::54988,hypertension,ACSM5,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::56267,pancreatic cancer,CCBL2,Disease,Gene
Disease::DOID:13223,Disease - downregulates - Gene,Gene::9595,uterine fibroid,CYTIP,Disease,Gene
Disease::DOID:0050156,Disease - downregulates - Gene,Gene::7402,idiopathic pulmonary fibrosis,UTRN,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::199223,azoospermia,TTC21A,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::85453,abdominal aortic aneurysm,TSPYL5,Disease,Gene
Disease::DOID:3083,Disease - downregulates - Gene,Gene::9802,chronic obstructive pulmonary disease,DAZAP2,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::23022,hematologic cancer,PALLD,Disease,Gene
Disease::DOID:2986,Disease - downregulates - Gene,Gene::2077,IgA glomerulonephritis,ERF,Disease,Gene
Disease::DOID:9970,Disease - downregulates - Gene,Gene::3841,obesity,KPNA5,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::81931,Crohn's disease,ZNF93,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::6698,hematologic cancer,SPRR1A,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::8031,melanoma,NCOA4,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::9671,polycystic ovary syndrome,WSCD2,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::54836,kidney cancer,BSPRY,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::84266,polycystic ovary syndrome,ALKBH7,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::5827,Crohn's disease,PXMP2,Disease,Gene
Disease::DOID:332,Disease - downregulates - Gene,Gene::79091,amyotrophic lateral sclerosis,METTL22,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::29,ulcerative colitis,ABR,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::120224,ulcerative colitis,TMEM45B,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::27153,systemic scleroderma,ZNF777,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::9727,hematologic cancer,RAB11FIP3,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::63891,alopecia areata,RNF123,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::5747,hematologic cancer,PTK2,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::29078,pancreatic cancer,NDUFAF4,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::115,colon cancer,ADCY9,Disease,Gene
Disease::DOID:986,Disease - downregulates - Gene,Gene::6249,alopecia areata,CLIP1,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::11278,Crohn's disease,KLF12,Disease,Gene
Disease::DOID:8893,Disease - downregulates - Gene,Gene::10144,psoriasis,FAM13A,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::441250,malaria,TYW1B,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::931,colon cancer,MS4A1,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::27023,pancreatic cancer,FOXB1,Disease,Gene
Disease::DOID:7148,Disease - downregulates - Gene,Gene::4524,rheumatoid arthritis,MTHFR,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::471,polycystic ovary syndrome,ATIC,Disease,Gene
Disease::DOID:219,Disease - downregulates - Gene,Gene::805,colon cancer,CALM2,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::93487,psoriatic arthritis,MAPK1IP1L,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::5348,abdominal aortic aneurysm,FXYD1,Disease,Gene
Disease::DOID:10283,Disease - downregulates - Gene,Gene::5781,prostate cancer,PTPN11,Disease,Gene
Disease::DOID:11612,Disease - downregulates - Gene,Gene::200942,polycystic ovary syndrome,KLHDC8B,Disease,Gene
Disease::DOID:1909,Disease - downregulates - Gene,Gene::9534,melanoma,ZNF254,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::51611,pancreatic cancer,DPH5,Disease,Gene
Disease::DOID:824,Disease - downregulates - Gene,Gene::9169,periodontitis,SCAF11,Disease,Gene
Disease::DOID:1612,Disease - downregulates - Gene,Gene::80332,breast cancer,ADAM33,Disease,Gene
Disease::DOID:8778,Disease - downregulates - Gene,Gene::6201,Crohn's disease,RPS7,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::84923,pancreatic cancer,FAM104A,Disease,Gene
Disease::DOID:7693,Disease - downregulates - Gene,Gene::51562,abdominal aortic aneurysm,MBIP,Disease,Gene
Disease::DOID:13223,Disease - downregulates - Gene,Gene::93010,uterine fibroid,B3GNT7,Disease,Gene
Disease::DOID:9206,Disease - downregulates - Gene,Gene::7277,Barrett's esophagus,TUBA4A,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::5230,Parkinson's disease,PGK1,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::84873,malaria,ADGRG7,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::440093,azoospermia,H3F3C,Disease,Gene
Disease::DOID:1793,Disease - downregulates - Gene,Gene::9372,pancreatic cancer,ZFYVE9,Disease,Gene
Disease::DOID:14330,Disease - downregulates - Gene,Gene::9331,Parkinson's disease,B4GALT6,Disease,Gene
Disease::DOID:2394,Disease - downregulates - Gene,Gene::11166,ovarian cancer,SOX21,Disease,Gene
Disease::DOID:14227,Disease - downregulates - Gene,Gene::374286,azoospermia,CDRT1,Disease,Gene
Disease::DOID:12365,Disease - downregulates - Gene,Gene::57801,malaria,HES4,Disease,Gene
Disease::DOID:824,Disease - downregulates - Gene,Gene::494119,periodontitis,SPANXN2,Disease,Gene
Disease::DOID:2531,Disease - downregulates - Gene,Gene::7220,hematologic cancer,TRPC1,Disease,Gene
Disease::DOID:9008,Disease - downregulates - Gene,Gene::4296,psoriatic arthritis,MAP3K11,Disease,Gene
Disease::DOID:635,Disease - downregulates - Gene,Gene::4897,acquired immunodeficiency syndrome,NRCAM,Disease,Gene
Disease::DOID:1324,Disease - downregulates - Gene,Gene::5552,lung cancer,SRGN,Disease,Gene
Disease::DOID:5419,Disease - downregulates - Gene,Gene::10445,schizophrenia,MCRS1,Disease,Gene
Disease::DOID:8577,Disease - downregulates - Gene,Gene::7433,ulcerative colitis,VIPR1,Disease,Gene
Disease::DOID:263,Disease - downregulates - Gene,Gene::22907,kidney cancer,DHX30,Disease,Gene
Disease::DOID:0050742,Disease - downregulates - Gene,Gene::8648,nicotine dependence,NCOA1,Disease,Gene
Disease::DOID:418,Disease - downregulates - Gene,Gene::3820,systemic scleroderma,KLRB1,Disease,Gene
